year,games_type,host_country,host_city,competitions,sports,disabilities,country_rank,country,participants_men,participants_women,gold,silver,bronze
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,Germany,14,6,13,5,6
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Russian Federation,19,12,12,16,10
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Canada,32,14,10,5,4
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,Slovakia,10,3,6,2,3
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,Ukraine,11,8,5,8,6
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,United States of America,36,13,4,5,4
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Austria,16,3,3,4,4
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Japan,33,8,3,3,5
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Belarus,6,3,2,0,7
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,France,17,4,1,4,1
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Italy,29,6,1,3,3
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Norway,25,3,1,3,2
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Spain,3,2,1,2,0
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Switzerland,10,5,1,2,0
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,New Zealand,2,0,1,0,0
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Australia,9,2,0,1,3
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Finland,3,2,0,1,1
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Republic of Korea,23,2,0,1,0
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",18.0,Sweden,22,3,0,0,2
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",19.0,Czechia,17,1,0,0,1
2010,Winter,Canada,Vancouver,64,5,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",19.0,Poland,9,3,0,0,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",1.0,People's Republic of China,154,128,95,71,65
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",2.0,Russian Federation,120,61,36,38,28
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",3.0,Great Britain,177,109,34,43,43
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",4.0,Ukraine,83,65,32,24,28
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",5.0,Australia,88,70,32,23,30
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",6.0,United States of America,128,93,31,29,38
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",7.0,Brazil,110,68,21,14,8
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",8.0,Germany,88,62,18,26,22
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",9.0,Poland,64,35,14,13,9
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",10.0,Netherlands,39,49,10,10,19
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",11.0,Islamic Republic of Iran,70,7,10,7,7
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",12.0,Republic of Korea,60,28,9,9,9
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",13.0,Italy,65,31,9,8,11
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",14.0,Tunisia,18,13,9,5,5
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",15.0,Cuba,18,4,9,5,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",16.0,France,101,51,8,19,18
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",17.0,Spain,98,29,8,18,16
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",18.0,South Africa,44,18,8,12,9
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",19.0,Ireland,28,17,8,3,5
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",20.0,Canada,87,57,7,15,9
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",21.0,New Zealand,11,12,6,7,4
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",22.0,Nigeria,17,12,6,5,2
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",23.0,Mexico,37,44,6,4,11
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",24.0,Japan,89,45,5,5,6
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",25.0,Belarus,15,14,5,2,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",26.0,Algeria,24,7,4,6,9
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",27.0,Azerbaijan,16,5,4,5,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",28.0,Egypt,29,11,4,4,7
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",29.0,Sweden,40,19,4,4,4
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",30.0,Austria,27,5,4,3,6
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",31.0,Thailand,38,11,4,2,2
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",32.0,Finland,21,14,4,1,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",33.0,Switzerland,15,10,3,6,4
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",34.0,"Hong Kong, China",13,15,3,3,6
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",35.0,Norway,13,9,3,2,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",36.0,Belgium,31,9,3,1,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",37.0,Morocco,24,6,3,0,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",38.0,Hungary,19,14,2,6,6
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",39.0,Serbia,9,4,2,3,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",40.0,Kenya,10,2,2,2,2
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",41.0,Slovakia,25,8,2,1,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",42.0,Czechia,31,15,1,6,4
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",43.0,Turkiye,46,21,1,5,4
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",44.0,Greece,47,13,1,3,8
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",45.0,Israel,18,7,1,2,5
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",46.0,United Arab Emirates,11,4,1,1,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",47.0,Latvia,6,2,1,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",47.0,Namibia,4,1,1,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",47.0,Romania,4,1,1,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",48.0,Denmark,15,13,1,0,4
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",49.0,Angola,2,2,1,0,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,Bosnia and Herzegovina,11,1,1,0,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,Chile,4,3,1,0,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,Fiji,1,0,1,0,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,Iceland,2,2,1,0,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,Jamaica,2,1,1,0,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",50.0,North Macedonia,1,1,1,0,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",51.0,Croatia,18,7,0,2,3
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",52.0,Bulgaria,4,4,0,2,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",52.0,Iraq,16,3,0,2,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",53.0,Colombia,30,7,0,2,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",54.0,Argentina,47,10,0,1,4
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Chinese Taipei,9,9,0,1,2
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",55.0,Portugal,22,8,0,1,2
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",56.0,Malaysia,16,6,0,1,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",56.0,Singapore,2,6,0,1,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,Cyprus,2,1,0,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,Ethiopia,3,1,0,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,India,10,0,0,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,Saudi Arabia,4,0,0,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,Slovenia,7,15,0,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",57.0,Uzbekistan,8,2,0,1,0
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",58.0,Venezuela,21,6,0,0,2
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",59.0,Indonesia,3,1,0,0,1
2012,Summer,Great Britain,London,503,20,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",59.0,Sri Lanka,6,1,0,0,1
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,Russian Federation,51,17,30,28,22
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Germany,7,6,9,5,1
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Canada,37,12,7,2,7
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,Ukraine,14,9,5,9,11
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,France,11,3,5,3,4
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,Slovakia,11,4,3,2,2
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Japan,14,6,3,1,2
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,United States of America,52,20,2,7,9
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Austria,12,1,2,5,4
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Great Britain,6,6,1,3,2
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Norway,24,6,1,2,1
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Sweden,18,4,1,2,1
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Spain,5,2,1,1,1
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Netherlands,4,3,1,0,0
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Switzerland,8,0,1,0,0
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Finland,8,5,0,1,0
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,New Zealand,3,0,0,1,0
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Belarus,5,5,0,0,3
2014,Winter,Russia,Sochi,72,7,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Australia,4,4,0,0,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",1.0,People's Republic of China,161,146,107,81,51
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",2.0,Great Britain,151,100,64,39,44
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",3.0,Ukraine,91,77,41,37,39
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",4.0,United States of America,154,124,40,44,31
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",5.0,Australia,101,69,22,30,29
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",6.0,Germany,89,66,18,25,14
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",7.0,Netherlands,58,62,17,19,26
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",8.0,Brazil,184,102,14,29,29
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",9.0,Italy,60,40,10,14,15
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",10.0,Poland,54,36,9,18,12
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",11.0,Spain,83,28,9,14,8
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",12.0,France,80,42,9,5,14
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",13.0,New Zealand,17,12,9,5,7
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",14.0,Canada,80,73,8,10,11
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",15.0,Islamic Republic of Iran,85,23,8,9,7
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",16.0,Uzbekistan,22,10,8,6,17
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",17.0,Nigeria,9,13,8,2,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",18.0,Cuba,16,6,8,1,6
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",19.0,Belarus,10,10,8,0,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",20.0,Republic of Korea,53,29,7,11,17
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",21.0,Tunisia,14,17,7,6,6
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",22.0,South Africa,26,18,7,6,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",23.0,Thailand,30,15,6,6,6
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",24.0,Greece,44,16,5,4,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",25.0,Belgium,19,10,5,3,3
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",25.0,Slovakia,21,7,5,3,3
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",26.0,Algeria,34,26,4,5,7
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",27.0,Ireland,30,14,4,4,3
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",28.0,Mexico,37,32,4,2,9
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",29.0,Egypt,34,11,3,5,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",30.0,Serbia,13,3,3,2,4
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",31.0,Norway,12,13,3,2,3
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",32.0,Morocco,18,6,3,2,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",33.0,Turkiye,46,33,3,1,5
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",34.0,Kenya,7,2,3,1,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",35.0,Malaysia,17,2,3,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",36.0,Colombia,26,13,2,5,10
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",37.0,United Arab Emirates,12,6,2,4,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",38.0,Iraq,12,2,2,3,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",39.0,"Hong Kong, China",9,15,2,2,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",40.0,Croatia,12,7,2,2,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",40.0,Switzerland,14,10,2,2,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",41.0,India,16,3,2,1,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",42.0,Lithuania,12,1,2,1,0
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",43.0,Latvia,6,5,2,0,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",44.0,Singapore,4,9,2,0,1
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",45.0,Hungary,19,24,1,8,9
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",46.0,Azerbaijan,18,5,1,8,2
2016,Summer,Brazil,Rio de Janeiro,528,22,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres, Intellectual Disability",47.0,Sweden,39,18,1,4,5
