year,games_type,host_country,host_city,competitions,sports,disabilities,country_rank,country,participants_men,participants_women,gold,silver,bronze
1960,Summer,Italy,Rome,113,8,Spinal injury,1.0,Italy,23,4,29,28,23
1960,Summer,Italy,Rome,113,8,Spinal injury,2.0,Great Britain,29,13,20,15,20
1960,Summer,Italy,Rome,113,8,Spinal injury,3.0,Germany,7,2,15,6,9
1960,Summer,Italy,Rome,113,8,Spinal injury,4.0,Austria,12,7,11,8,11
1960,Summer,Italy,Rome,113,8,Spinal injury,5.0,United States of America,23,0,11,7,7
1960,Summer,Italy,Rome,113,8,Spinal injury,6.0,Norway,7,4,9,3,4
1960,Summer,Italy,Rome,113,8,Spinal injury,7.0,Australia,10,1,3,6,1
1960,Summer,Italy,Rome,113,8,Spinal injury,8.0,Netherlands,11,2,3,6,0
1960,Summer,Italy,Rome,113,8,Spinal injury,9.0,France,10,1,3,3,1
1960,Summer,Italy,Rome,113,8,Spinal injury,10.0,Argentina,5,4,2,3,1
1960,Summer,Italy,Rome,113,8,Spinal injury,11.0,Rhodesia,0,1,2,1,2
1960,Summer,Italy,Rome,113,8,Spinal injury,12.0,Ireland,0,1,2,0,0
1960,Summer,Italy,Rome,113,8,Spinal injury,13.0,Switzerland,5,1,1,3,0
1960,Summer,Italy,Rome,113,8,Spinal injury,14.0,Belgium,10,2,1,1,1
1960,Summer,Italy,Rome,113,8,Spinal injury,15.0,Finland,1,0,1,0,0
1960,Summer,Italy,Rome,113,8,Spinal injury,16.0,Israel,6,1,0,2,2
1960,Summer,Italy,Rome,113,8,Spinal injury,16.0,Malta,5,1,0,2,2
1964,Summer,Japan,Tokyo,143,9,Spinal injury,1.0,United States of America,45,20,50,41,32
1964,Summer,Japan,Tokyo,143,9,Spinal injury,2.0,Great Britain,30,14,18,23,20
1964,Summer,Japan,Tokyo,143,9,Spinal injury,3.0,Italy,14,5,14,15,16
1964,Summer,Japan,Tokyo,143,9,Spinal injury,4.0,Australia,13,4,12,11,7
1964,Summer,Japan,Tokyo,143,9,Spinal injury,5.0,Rhodesia,4,2,10,5,2
1964,Summer,Japan,Tokyo,143,9,Spinal injury,6.0,South Africa,5,4,8,8,3
1964,Summer,Japan,Tokyo,143,9,Spinal injury,7.0,Israel,16,3,7,3,11
1964,Summer,Japan,Tokyo,143,9,Spinal injury,8.0,Argentina,19,6,6,15,16
1964,Summer,Japan,Tokyo,143,9,Spinal injury,9.0,Germany,8,1,5,2,5
1964,Summer,Japan,Tokyo,143,9,Spinal injury,10.0,Netherlands,4,3,4,6,4
1964,Summer,Japan,Tokyo,143,9,Spinal injury,11.0,France,13,0,4,2,5
1964,Summer,Japan,Tokyo,143,9,Spinal injury,12.0,Austria,3,4,4,1,7
1964,Summer,Japan,Tokyo,143,9,Spinal injury,13.0,Japan,14,2,1,5,4
1964,Summer,Japan,Tokyo,143,9,Spinal injury,14.0,Belgium,1,1,1,0,2
1964,Summer,Japan,Tokyo,143,9,Spinal injury,15.0,Switzerland,0,1,0,1,0
1964,Summer,Japan,Tokyo,143,9,Spinal injury,16.0,Malta,2,0,0,0,2
1964,Summer,Japan,Tokyo,143,9,Spinal injury,17.0,Sweden,1,0,0,0,1
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,1.0,United States of America,53,29,33,27,39
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,2.0,Great Britain,50,24,29,20,20
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,3.0,Israel,38,16,18,21,23
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,4.0,Australia,23,12,15,16,7
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,5.0,France,40,14,13,10,9
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,6.0,West Germany,50,8,12,12,11
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,7.0,Italy,33,5,12,10,17
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,8.0,Netherlands,24,11,12,4,4
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,9.0,Argentina,14,7,10,10,10
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,10.0,South Africa,5,3,9,10,7
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,11.0,Rhodesia,7,7,6,7,7
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,12.0,Canada,18,7,6,6,7
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,13.0,Norway,18,9,5,3,1
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,14.0,Jamaica,7,4,3,1,1
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,15.0,Austria,19,12,2,7,10
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,16.0,Japan,40,7,2,2,8
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,17.0,Sweden,27,5,1,6,4
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,18.0,New Zealand,17,1,1,2,1
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,19.0,Ireland,5,2,0,4,5
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,20.0,Belgium,21,5,0,3,3
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,21.0,Spain,9,2,0,3,1
1968,Summer,Israel,Tel Aviv,188,10,Spinal injury,22.0,Switzerland,32,2,0,2,6
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,1.0,West Germany,51,23,28,17,22
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,2.0,United States of America,49,17,17,27,31
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,3.0,Great Britain,48,25,16,15,21
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,4.0,South Africa,12,13,16,12,13
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,5.0,Netherlands,26,12,14,13,11
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,6.0,Poland,12,10,14,12,7
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,7.0,France,42,19,10,8,15
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,8.0,Israel,19,11,9,10,9
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,9.0,Italy,20,5,8,4,5
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,10.0,Jamaica,13,7,8,3,4
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,11.0,Australia,28,9,6,9,10
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,12.0,Austria,22,10,6,6,6
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,13.0,Canada,27,13,5,6,8
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,14.0,Sweden,30,8,5,6,6
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,15.0,Japan,23,5,4,5,3
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,16.0,Republic of Korea,7,1,4,2,1
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,17.0,Rhodesia,6,7,3,5,4
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,18.0,New Zealand,7,3,3,3,3
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,19.0,Switzerland,32,4,3,2,4
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,20.0,Argentina,12,9,2,4,3
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,21.0,Ireland,8,9,2,4,2
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,22.0,Norway,18,9,1,5,4
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,23.0,Belgium,18,5,1,1,2
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,23.0,Yugoslavia,15,7,1,1,2
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,24.0,India,7,3,1,0,0
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,24.0,Kenya,4,0,1,0,0
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,25.0,Spain,11,9,0,4,0
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,26.0,Finland,20,4,0,2,1
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,27.0,"Hong Kong, China",10,0,0,1,1
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,28.0,Czechoslovakia,14,5,0,0,1
1972,Summer,Germany,Heidelberg,188,10,Spinal injury,28.0,Hungary,4,1,0,0,1
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,1.0,West Germany,27,5,10,12,6
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,2.0,Switzerland,11,4,10,1,1
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,3.0,Finland,22,4,8,7,7
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,4.0,Norway,16,7,7,3,2
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,5.0,Sweden,9,7,6,7,7
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,6.0,Austria,20,4,5,16,14
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,7.0,Czechoslovakia,4,1,3,0,0
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,8.0,France,17,4,2,0,3
1976,Winter,Sweden,Ornskoldsvik,53,2,Spinal injury,9.0,Canada,5,1,2,0,2
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",1.0,United States of America,63,34,66,44,45
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",2.0,Netherlands,41,17,45,25,14
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",3.0,Israel,50,9,40,13,16
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",4.0,West Germany,76,17,37,34,26
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",5.0,Great Britain,64,23,29,28,37
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",6.0,Canada,66,23,25,26,26
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",7.0,Poland,23,14,24,17,12
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",8.0,France,42,10,23,21,14
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",9.0,Sweden,56,13,21,28,25
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",10.0,Austria,32,10,18,16,17
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",11.0,Australia,35,11,16,18,7
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",12.0,Mexico,24,8,16,14,9
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",13.0,Finland,46,4,12,20,18
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",14.0,Japan,30,4,10,6,3
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",15.0,Switzerland,40,9,9,12,10
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",16.0,Norway,26,15,9,6,4
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",17.0,Belgium,41,4,7,7,8
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",18.0,New Zealand,11,1,7,1,5
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",19.0,South Africa,27,10,6,9,11
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",20.0,Egypt,27,0,5,2,1
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",21.0,Ireland,8,11,4,10,6
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",22.0,Spain,21,1,4,6,2
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",23.0,Argentina,8,12,3,4,7
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",24.0,Denmark,19,2,3,0,3
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",25.0,Italy,22,2,2,5,11
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",26.0,Indonesia,12,0,2,1,3
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",27.0,Republic of Korea,7,0,1,2,1
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",28.0,Burma,4,0,1,1,1
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",29.0,Peru,1,1,1,0,2
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",30.0,Hungary,2,0,1,0,1
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",31.0,"Hong Kong, China",11,0,0,1,2
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",32.0,Brazil,21,2,0,1,0
1976,Summer,Canada,Toronto,448,13,"Spinal injury, Amputee, Vision Impairment, Les Autres",33.0,Guatemala,11,0,0,0,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,United States of America,85,47,75,66,54
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Poland,50,30,75,50,52
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,West Germany,104,24,68,48,46
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,Canada,60,34,64,35,31
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,Great Britain,65,31,47,32,21
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,Netherlands,78,30,33,31,36
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Sweden,75,19,31,36,24
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,France,76,21,28,26,31
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Mexico,19,8,20,16,6
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Norway,36,17,15,13,8
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Austria,38,10,14,23,8
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Israel,40,7,13,18,15
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Belgium,54,13,13,12,17
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Australia,40,12,12,21,22
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Switzerland,51,14,9,10,10
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Japan,24,6,9,10,7
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Finland,50,10,8,19,13
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",18.0,Jamaica,6,7,7,7,5
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",19.0,New Zealand,12,5,7,6,6
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",20.0,Italy,29,9,6,5,9
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",21.0,Denmark,32,10,6,4,7
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",22.0,Egypt,26,7,4,7,3
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",23.0,Yugoslavia,25,6,4,5,9
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",24.0,Argentina,6,5,4,5,6
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",25.0,Ireland,14,9,4,2,11
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",26.0,Republic of Korea,12,0,2,2,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",26.0,Kuwait,7,2,2,2,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",27.0,Indonesia,15,0,2,0,4
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",28.0,Spain,17,7,1,13,9
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",29.0,Kenya,13,4,1,2,0
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",30.0,Colombia,8,3,1,0,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",30.0,Iceland,8,4,1,0,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",31.0,Sudan,8,3,1,0,0
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",32.0,Zimbabwe,2,3,0,8,4
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",33.0,Bahamas,2,4,0,1,2
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",33.0,"Hong Kong, China",11,0,0,1,2
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",34.0,Czechoslovakia,5,2,0,1,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",35.0,Greece,6,1,0,0,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",35.0,Luxembourg,8,1,0,0,1
1980,Summer,Netherlands,Arnhem,590,13,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",35.0,Malta,5,3,0,0,1
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",1.0,Norway,27,10,23,21,10
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",2.0,Finland,21,8,16,7,12
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",3.0,Austria,27,7,6,10,6
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",4.0,Sweden,21,6,5,3,8
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",5.0,Switzerland,20,7,4,2,4
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",6.0,United States of America,16,10,4,1,1
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",7.0,West Germany,29,9,3,6,9
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",8.0,Canada,12,8,2,3,1
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",9.0,France,19,2,1,1,1
1980,Winter,Norway,Geilo,64,3,"Spinal injury, Amputee, Vision Impairment, Les Autres",10.0,Czechoslovakia,2,1,0,1,0
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,Austria,42,17,34,19,17
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Finland,24,6,19,9,6
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Norway,25,12,15,13,13
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,West Germany,25,6,10,14,10
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,United States of America,33,18,7,14,14
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,Sweden,18,4,7,2,5
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Switzerland,42,8,5,16,16
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,France,14,2,4,2,0
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Poland,12,4,3,2,8
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Canada,16,6,2,8,4
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,New Zealand,6,2,1,3,1
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Great Britain,19,3,0,4,6
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Italy,7,0,0,0,1
1984,Winter,Austria,Innsbruck,107,3,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Yugoslavia,10,0,0,0,1
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",1.0,United States of America,157,79,137,131,129
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",2.0,Great Britain,156,68,107,112,112
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",3.0,Canada,120,46,87,82,69
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",4.0,Sweden,79,18,83,43,34
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",5.0,West Germany,109,33,81,76,75
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",6.0,France,78,37,71,69,46
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",7.0,Netherlands,40,21,55,52,28
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",8.0,Australia,80,28,49,54,51
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",9.0,Poland,25,9,46,39,21
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",10.0,Norway,42,22,30,30,30
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",11.0,Denmark,26,10,30,13,16
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",12.0,Spain,20,9,22,10,12
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",13.0,Belgium,30,5,21,23,14
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",14.0,Ireland,38,13,20,15,31
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",15.0,Finland,49,8,18,14,27
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",16.0,Switzerland,35,8,18,13,12
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",17.0,Austria,37,8,14,20,10
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",18.0,Hungary,22,4,12,13,3
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",19.0,Israel,41,6,11,21,12
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",20.0,Yugoslavia,25,5,11,10,11
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",21.0,Italy,47,13,9,19,14
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",22.0,Japan,27,10,9,7,8
1984,Summer,Great Britain,"Stoke Mandeville (GBR), New York (USA)",975,18,"Spinal injury, Amputee, Vision Impairment, Cerebral Palsy, Les Autres",23.0,New Zealand,9,4,8,10,7
